Unnamed: 0,orig_plate,orig_row,orig_col,orig_col_row,keio_name,genotype,new_plate,new_row,new_col,new_col_row,successfully_transferred
0,1,A,1,"['A', 1]",JW1950,hchA,1,A,1,"['A', 1]",yes
1,1,C,1,"['C', 1]",JW2201,ada,1,B,1,"['B', 1]",yes
2,1,D,1,"['D', 1]",JW4077,adiY,1,C,1,"['C', 1]",yes
3,1,E,1,"['E', 1]",JW0553,appY,1,D,1,"['D', 1]",yes
4,1,F,1,"['F', 1]",JW3206,argR,1,E,1,"['E', 1]",yes
5,1,G,1,"['G', 1]",JW3721,asnC,1,F,1,"['F', 1]",yes
6,1,H,1,"['H', 1]",JW0305,betI,1,G,1,"['G', 1]",yes
7,1,A,2,"['A', 2]",JW3701,bglG,1,H,1,"['H', 1]",yes
8,1,B,2,"['B', 2]",JW1262,btuR,1,A,2,"['A', 2]",yes
9,1,C,2,"['C', 2]",JW4094,cadC,1,B,2,"['B', 2]",yes
10,1,D,2,"['D', 2]",JW1966,cbl,1,C,2,"['C', 2]",yes
11,1,E,2,"['E', 2]",JW1724,chbR,1,D,2,"['D', 2]",yes
12,1,G,2,"['G', 2]",JW1023,csgD,1,E,2,"['E', 2]",yes
13,1,H,2,"['H', 2]",JW5894,cynR,1,F,2,"['F', 2]",yes
14,1,A,3,"['A', 3]",JW3905,cytR,1,G,2,"['G', 2]",yes
15,1,B,3,"['B', 3]",JW0824,deoR,1,H,2,"['H', 2]",yes
16,1,C,3,"['C', 3]",JW2361,dsdC,1,A,3,"['A', 3]",yes
17,1,D,3,"['D', 3]",JW3046,ebgR,1,B,3,"['B', 3]",yes
18,1,E,3,"['E', 3]",JW3232,envR,1,C,3,"['C', 3]",yes
19,1,F,3,"['F', 3]",JW0555,envY,1,D,3,"['D', 3]",yes
20,1,G,3,"['G', 3]",JW1176,fadR,1,E,3,"['E', 3]",yes
21,1,H,3,"['H', 3]",JW3229,fis,1,F,3,"['F', 3]",yes
22,1,A,4,"['A', 4]",JW1328,fnr,1,G,3,"['G', 3]",yes
23,1,B,4,"['B', 4]",JW2776,fucR,1,H,3,"['H', 3]",yes
24,1,C,4,"['C', 4]",JW2805,galR,1,A,4,"['A', 4]",yes
25,1,F,4,"['F', 4]",JW0895,ihfB,1,B,4,"['B', 4]",yes
26,1,H,4,"['H', 4]",JW3964,hupA,1,C,4,"['C', 4]",yes
27,1,A,5,"['A', 5]",JW0430,hupB,1,D,4,"['D', 4]",yes
28,1,B,5,"['B', 5]",JW2883,argP,1,E,4,"['E', 4]",yes
29,1,C,5,"['C', 5]",JW4221,idnR,1,F,4,"['F', 4]",yes
30,1,D,5,"['D', 5]",JW3746,ilvY,1,G,4,"['G', 4]",yes
31,1,E,5,"['E', 5]",JW0075,leuO,1,H,4,"['H', 4]",yes
32,1,F,5,"['F', 5]",JW0872,lrp,1,A,5,"['A', 5]",yes
33,1,G,5,"['G', 5]",JW2807,lysR,1,B,5,"['B', 5]",yes
34,1,H,5,"['H', 5]",JW1612,malI,1,C,5,"['C', 5]",yes
35,1,C,6,"['C', 6]",JW4079,melR,1,D,5,"['D', 5]",yes
36,1,D,6,"['D', 6]",JW3909,metJ,1,E,5,"['E', 5]",yes
37,1,E,6,"['E', 6]",JW3804,metR,1,F,5,"['F', 5]",yes
38,1,F,6,"['F', 6]",JW0337,mhpR,1,G,5,"['G', 5]",yes
39,1,G,6,"['G', 6]",JW1967,nac,1,H,5,"['H', 5]",yes
40,1,A,7,"['A', 7]",JW0662,nagC,1,A,6,"['A', 6]",yes
41,1,B,7,"['B', 7]",JW3195,nanR,1,B,6,"['B', 6]",yes
42,1,C,7,"['C', 7]",JW0019,nhaR,1,C,6,"['C', 6]",yes
43,1,D,7,"['D', 7]",JW0109,pdhR,1,D,6,"['D', 6]",yes
44,1,E,7,"['E', 7]",JW0244,perR,1,E,6,"['E', 6]",yes
45,1,F,7,"['F', 7]",JW4063,phnF,1,F,6,"['F', 6]",yes
46,1,H,7,"['H', 7]",JW1650,purR,1,G,6,"['G', 6]",yes
47,1,A,8,"['A', 8]",wild_type,wild_type,1,H,6,"['H', 6]",yes
48,1,C,8,"['C', 8]",JW4024,soxR,1,A,7,"['A', 7]",yes
49,1,D,8,"['D', 8]",JW4023,soxS,1,B,7,"['B', 7]",yes
50,1,E,8,"['E', 8]",JW2644,stpA,1,C,7,"['C', 7]",yes
51,1,F,8,"['F', 8]",JW3089,tdcA,1,D,7,"['D', 7]",yes
52,1,G,8,"['G', 8]",JW4200,treR,1,E,7,"['E', 7]",yes
53,1,H,8,"['H', 8]",JW4356,trpR,1,F,7,"['F', 7]",yes
54,1,A,9,"['A', 9]",JW1316,tyrR,1,G,7,"['G', 7]",yes
55,1,B,9,"['B', 9]",JW1610,uidR,1,H,7,"['H', 7]",yes
56,1,C,9,"['C', 9]",JW4287,uxuR,1,A,8,"['A', 8]",yes
57,1,D,9,"['D', 9]",JW2396,xapR,1,B,8,"['B', 8]",yes
58,1,E,9,"['E', 9]",JW3254,zntR,1,C,8,"['C', 8]",yes
59,1,F,9,"['F', 9]",JW0198,yafC,1,D,8,"['D', 8]",yes
60,1,G,9,"['G', 9]",JW0596,ybdO,1,E,8,"['E', 8]",yes
61,1,H,9,"['H', 9]",JW0624,ybeF,1,F,8,"['F', 8]",yes
62,1,A,10,"['A', 10]",JW5917,rcsC,1,G,8,"['G', 8]",yes
63,1,C,10,"['C', 10]",JW0078,fruR,1,H,8,"['H', 8]",yes
64,1,D,10,"['D', 10]",JW1702,ihfA,1,A,9,"['A', 9]",yes
65,1,E,10,"['E', 10]",JW3732,rbsR,1,B,9,"['B', 9]",yes
66,1,F,10,"['F', 10]",JW1901,sdiA,1,C,9,"['C', 9]",yes
67,1,G,10,"['G', 10]",JW2676,srlR,1,D,9,"['D', 9]",yes
68,1,H,10,"['H', 10]",JW0007,talB,1,E,9,"['E', 9]",yes
69,1,A,11,"['A', 11]",JW0111,aceF,1,F,9,"['F', 9]",yes
70,1,B,11,"['B', 11]",JW0114,acnB,1,G,9,"['G', 9]",yes
71,1,C,11,"['C', 11]",JW0324,prpC,1,H,9,"['H', 9]",yes
72,1,D,11,"['D', 11]",JW0419,cyoD,1,A,10,"['A', 10]",yes
73,1,E,11,"['E', 11]",JW0420,cyoC,1,B,10,"['B', 10]",yes
74,1,F,11,"['F', 11]",JW0421,cyoB,1,C,10,"['C', 10]",yes
75,1,G,11,"['G', 11]",JW0422,cyoA,1,D,10,"['D', 10]",yes
76,1,H,11,"['H', 11]",JW0506,fdrA,1,E,10,"['E', 10]",yes
77,1,A,12,"['A', 12]",JW0711,sdhC,1,F,10,"['F', 10]",yes
78,1,B,12,"['B', 12]",JW0712,sdhD,1,G,10,"['G', 10]",yes
79,1,C,12,"['C', 12]",JW0713,sdhA,1,H,10,"['H', 10]",yes
80,1,D,12,"['D', 12]",JW0714,sdhB,1,A,11,"['A', 11]",yes
81,1,F,12,"['F', 12]",JW0716,sucB,1,B,11,"['B', 11]",yes
82,1,G,12,"['G', 12]",JW0717,sucC,1,C,11,"['C', 11]",yes
83,1,H,12,"['H', 12]",JW0739,galM,1,D,11,"['D', 11]",yes
84,2,D,1,"['D', 1]",JW0886,pflB,1,E,11,"['E', 11]",yes
85,2,F,1,"['F', 1]",JW0960,appC,1,F,11,"['F', 11]",yes
86,2,G,1,"['G', 1]",JW0961,appB,1,G,11,"['G', 11]",yes
87,2,A,2,"['A', 2]",JW1228,adhE,1,H,11,"['H', 11]",yes
88,2,B,2,"['B', 2]",JW1268,acnA,1,A,12,"['A', 12]",yes
89,2,C,2,"['C', 2]",JW1413,gapC,1,B,12,"['B', 12]",yes
90,2,D,2,"['D', 2]",JW5906,gapC,1,C,12,"['C', 12]",yes
91,2,F,2,"['F', 2]",JW1603,fumC,1,D,12,"['D', 12]",yes
92,2,G,2,"['G', 2]",JW1604,fumA,1,E,12,"['E', 12]",yes
93,2,H,2,"['H', 2]",wild_type,wild_type,1,F,12,"['F', 12]",yes
94,2,C,3,"['C', 3]",JW1841,zwf,1,G,12,"['G', 12]",yes
95,2,D,3,"['D', 3]",JW1843,pykA,1,H,12,"['H', 12]",yes
96,2,E,3,"['E', 3]",JW2011,gnd,2,A,1,"['A', 1]",yes
97,2,G,3,"['G', 3]",JW2271,nuoN,2,B,1,"['B', 1]",yes
98,2,H,3,"['H', 3]",JW2272,nuoM,2,C,1,"['C', 1]",yes
99,2,A,4,"['A', 4]",JW2273,nuoL,2,D,1,"['D', 1]",yes
100,2,B,4,"['B', 4]",JW2274,nuoK,2,E,1,"['E', 1]",yes
101,2,C,4,"['C', 4]",JW2275,nuoJ,2,F,1,"['F', 1]",yes
102,2,E,4,"['E', 4]",JW2277,nuoH,2,G,1,"['G', 1]",yes
103,2,F,4,"['F', 4]",JW2278,nuoG,2,H,1,"['H', 1]",yes
104,2,G,4,"['G', 4]",JW2279,nuoF,2,A,2,"['A', 2]",yes
105,2,H,4,"['H', 4]",JW2280,nuoE,2,B,2,"['B', 2]",yes
106,2,A,5,"['A', 5]",JW5875,nuoB,2,C,2,"['C', 2]",yes
107,2,B,5,"['B', 5]",JW2283,nuoA,2,D,2,"['D', 2]",yes
108,2,C,5,"['C', 5]",JW2385,glk,2,E,2,"['E', 2]",yes
109,2,D,5,"['D', 5]",JW2447,maeB,2,F,2,"['F', 2]",yes
110,2,E,5,"['E', 5]",JW2448,talA,2,G,2,"['G', 2]",yes
111,2,F,5,"['F', 5]",JW2449,tktB,2,H,2,"['H', 2]",yes
112,2,G,5,"['G', 5]",JW0563,cusB,2,A,3,"['A', 3]",yes
113,2,H,5,"['H', 5]",JW2943,glcB,2,B,3,"['B', 3]",yes
114,2,A,6,"['A', 6]",JW3205,mdh,2,C,3,"['C', 3]",yes
115,2,B,6,"['B', 6]",JW3343,yhfW,2,D,3,"['D', 3]",yes
116,2,C,6,"['C', 6]",JW3349,rpe,2,E,3,"['E', 3]",yes
117,2,E,6,"['E', 6]",JW3587,gpmI,2,F,3,"['F', 3]",yes
118,2,F,6,"['F', 6]",JW3887,pfkA,2,G,3,"['G', 3]",yes
119,2,H,6,"['H', 6]",wild_type,wild_type,2,H,3,"['H', 3]",yes
120,2,A,7,"['A', 7]",JW3923,pflD,2,A,4,"['A', 4]",yes
121,2,C,7,"['C', 7]",JW3928,ppc,2,B,4,"['B', 4]",yes
122,2,D,7,"['D', 7]",JW3974,aceB,2,C,4,"['C', 4]",yes
123,2,E,7,"['E', 7]",JW3975,aceA,2,D,4,"['D', 4]",yes
124,2,F,7,"['F', 7]",JW3985,pgi,2,E,4,"['E', 4]",yes
125,2,G,7,"['G', 7]",JW4051,rpiB,2,F,4,"['F', 4]",yes
126,2,H,7,"['H', 7]",JW4083,fumB,2,G,4,"['G', 4]",yes
127,2,A,8,"['A', 8]",JW4112,frdD,2,H,4,"['H', 4]",yes
128,2,B,8,"['B', 8]",JW4113,frdC,2,A,5,"['A', 5]",yes
129,2,C,8,"['C', 8]",JW4114,frdB,2,B,5,"['B', 5]",yes
130,2,D,8,"['D', 8]",JW4115,frdA,2,C,5,"['C', 5]",yes
131,2,E,8,"['E', 8]",JW4346,deoB,2,D,5,"['D', 5]",yes
132,2,F,8,"['F', 8]",JW4358,ytjC,2,E,5,"['E', 5]",yes
133,2,G,8,"['G', 8]",JW0389,phoB,2,F,5,"['F', 5]",yes
134,2,H,8,"['H', 8]",JW0390,phoR,2,G,5,"['G', 5]",yes
135,2,B,9,"['B', 9]",JW0611,citA,2,H,5,"['H', 5]",yes
136,2,C,9,"['C', 9]",JW0612,citB,2,A,6,"['A', 6]",yes
137,2,E,9,"['E', 9]",JW0683,kdpD,2,B,6,"['B', 6]",yes
138,2,F,9,"['F', 9]",JW0797,dps,2,C,6,"['C', 6]",yes
139,2,H,9,"['H', 9]",JW0980,torR,2,D,6,"['D', 6]",yes
140,2,B,10,"['B', 10]",JW1116,phoP,2,E,6,"['E', 6]",yes
141,2,C,10,"['C', 10]",JW1212,narL,2,F,6,"['F', 6]",yes
142,2,D,10,"['D', 10]",JW1213,narX,2,G,6,"['G', 6]",yes
143,2,F,10,"['F', 10]",JW1600,rstA,2,H,6,"['H', 6]",yes
144,2,G,10,"['G', 10]",JW1601,rstB,2,A,7,"['A', 7]",yes
145,2,H,10,"['H', 10]",JW1871,cheY,2,B,7,"['B', 7]",yes
146,2,A,11,"['A', 11]",JW1872,cheB,2,C,7,"['C', 7]",yes
147,2,B,11,"['B', 11]",JW1877,cheA,2,D,7,"['D', 7]",yes
148,2,C,11,"['C', 11]",JW1899,uvrY,2,E,7,"['E', 7]",yes
149,2,D,11,"['D', 11]",JW1951,yedV,2,F,7,"['F', 7]",yes
150,2,G,11,"['G', 11]",JW2181,narP,2,G,7,"['G', 7]",yes
151,2,H,11,"['H', 11]",JW2205,rcsB,2,H,7,"['H', 7]",yes
152,2,A,12,"['A', 12]",JW2213,atoS,2,A,8,"['A', 8]",yes
153,2,C,12,"['C', 12]",JW2366,evgA,2,B,8,"['B', 8]",yes
154,2,D,12,"['D', 12]",JW2367,evgS,2,C,8,"['C', 8]",yes
155,2,E,12,"['E', 12]",JW2453,narQ,2,D,8,"['D', 8]",yes
156,2,F,12,"['F', 12]",wild_type,wild_type,2,E,8,"['E', 8]",yes
157,3,A,1,"['A', 1]",JW2757,barA,2,F,8,"['F', 8]",yes
158,3,B,1,"['B', 1]",JW2993,qseB,2,G,8,"['G', 8]",yes
159,3,C,1,"['C', 1]",JW2994,qseC,2,H,8,"['H', 8]",yes
160,3,D,1,"['D', 1]",JW3169,rpoN,2,A,9,"['A', 9]",yes
161,3,E,1,"['E', 1]",JW5536,arcB,2,B,9,"['B', 9]",yes
162,3,F,1,"['F', 1]",JW3368,ompR,2,C,9,"['C', 9]",yes
163,3,G,1,"['G', 1]",JW3624,rpoZ,2,D,9,"['D', 9]",yes
164,3,H,1,"['H', 1]",JW3643,uhpB,2,E,9,"['E', 9]",yes
165,3,A,2,"['A', 2]",JW3644,uhpA,2,F,9,"['F', 9]",yes
166,3,B,2,"['B', 2]",JW3839,glnG,2,G,9,"['G', 9]",yes
167,3,C,2,"['C', 2]",JW3840,glnL,2,H,9,"['H', 9]",yes
168,3,D,2,"['D', 2]",JW3882,cpxA,2,A,10,"['A', 10]",yes
169,3,E,2,"['E', 2]",JW3883,cpxR,2,B,10,"['B', 10]",yes
170,3,F,2,"['F', 2]",JW3967,zraS,2,C,10,"['C', 10]",yes
171,3,G,2,"['G', 2]",JW3968,zraR,2,D,10,"['D', 10]",yes
172,3,H,2,"['H', 2]",JW4073,basS,2,E,10,"['E', 10]",yes
173,3,A,3,"['A', 3]",JW4074,basR,2,F,10,"['F', 10]",yes
174,3,B,3,"['B', 3]",JW4085,dcuR,2,G,10,"['G', 10]",yes
175,3,C,3,"['C', 3]",JW4086,dcuS,2,H,10,"['H', 10]",yes
176,3,D,3,"['D', 3]",JW4361,creB,2,A,11,"['A', 11]",yes
177,3,E,3,"['E', 3]",JW4362,creC,2,B,11,"['B', 11]",yes
178,3,F,3,"['F', 3]",JW4364,arcA,2,C,11,"['C', 11]",yes
179,3,G,3,"['G', 3]",JW3021,glgS,2,D,11,"['D', 11]",yes
180,3,A,4,"['A', 4]",JW1186,treA,2,E,11,"['E', 11]",yes
181,3,B,4,"['B', 4]",JW2034,cpsB,2,F,11,"['F', 11]",yes
182,3,C,4,"['C', 4]",JW3730,rbsB,2,G,11,"['G', 11]",yes
183,3,D,4,"['D', 4]",JW1235,oppA,2,H,11,"['H', 11]",yes
184,3,E,4,"['E', 4]",JW3077,yhaK,2,A,12,"['A', 12]",yes
185,3,F,4,"['F', 4]",JW1644,rnt,2,B,12,"['B', 12]",yes
186,3,H,4,"['H', 4]",JW2294,pta,2,C,12,"['C', 12]",yes
187,3,A,5,"['A', 5]",JW0855,poxB,2,D,12,"['D', 12]",yes
188,3,B,5,"['B', 5]",JW1375,ldhA,2,E,12,"['E', 12]",yes
189,3,C,5,"['C', 5]",JW2121,dld,2,F,12,"['F', 12]",yes
190,3,D,5,"['D', 5]",JW3580,lldD,2,G,12,"['G', 12]",yes
191,3,E,5,"['E', 5]",JW0675,pgm,2,H,12,"['H', 12]",yes
192,3,F,5,"['F', 5]",JW0710,gltA,3,A,1,"['A', 1]",yes
193,3,G,5,"['G', 5]",JW0723,cydB,3,B,1,"['B', 1]",yes
194,3,A,6,"['A', 6]",JW5478,tktA,3,C,1,"['C', 1]",yes
195,3,B,6,"['B', 6]",JW2334,yfcT,3,D,1,"['D', 1]",yes
196,3,C,6,"['C', 6]",JW2342,yfdF,3,E,1,"['E', 1]",yes
197,3,E,6,"['E', 6]",JW0564,cusA,3,F,1,"['F', 1]",yes
198,3,F,6,"['F', 6]",JW1771,mipA,3,G,1,"['G', 1]",yes
199,3,G,6,"['G', 6]",wild_type,wild_type,3,H,1,"['H', 1]",yes
200,3,H,6,"['H', 6]",JW3703,pstB,3,A,2,"['A', 2]",yes
201,3,A,7,"['A', 7]",JW0401,tsx,3,B,2,"['B', 2]",yes
202,3,B,7,"['B', 7]",JW2096,yehB,3,C,2,"['C', 2]",yes
203,3,C,7,"['C', 7]",JW2044,wcaA,3,D,2,"['D', 2]",yes
204,3,F,7,"['F', 7]",JW3285,gspA,3,E,2,"['E', 2]",yes
205,3,G,7,"['G', 7]",JW3354,hofQ,3,F,2,"['F', 2]",yes
206,3,H,7,"['H', 7]",JW3454,yhiI,3,G,2,"['G', 2]",yes
207,3,A,8,"['A', 8]",JW3043,aer,3,H,2,"['H', 2]",yes
208,3,B,8,"['B', 8]",JW1874,tap,3,A,3,"['A', 3]",yes
209,3,D,8,"['D', 8]",JW0945,helD,3,B,3,"['B', 3]",yes
210,3,E,8,"['E', 8]",JW5905,hrpA,3,C,3,"['C', 3]",yes
211,3,F,8,"['F', 8]",JW0764,moaA,3,D,3,"['D', 3]",yes
212,3,G,8,"['G', 8]",JW0117,speE,3,E,3,"['E', 3]",yes
213,3,H,8,"['H', 8]",JW0530,renD,3,F,3,"['F', 3]",yes
214,3,A,9,"['A', 9]",JW0100,coaE,3,G,3,"['G', 3]",yes
215,3,B,9,"['B', 9]",JW0243,ykfA,3,H,3,"['H', 3]",yes
216,3,E,9,"['E', 9]",JW0318,yahL,3,A,4,"['A', 4]",yes
217,3,F,9,"['F', 9]",JW0110,aceE,3,B,4,"['B', 4]",yes
218,3,G,9,"['G', 9]",JW0112,lpd,3,C,4,"['C', 4]",yes
219,3,H,9,"['H', 9]",JW4191,fbp,3,D,4,"['D', 4]",yes
220,3,A,10,"['A', 10]",JW0560,cusR,3,E,4,"['E', 4]",yes
221,3,B,10,"['B', 10]",JW3367,envZ,3,F,4,"['F', 4]",yes
222,3,C,10,"['C', 10]",JW3393,glgC,3,G,4,"['G', 4]",yes
223,3,D,10,"['D', 10]",JW2486,ppk,3,H,4,"['H', 4]",yes
224,3,E,10,"['E', 10]",JW2293,ackA,3,A,5,"['A', 5]",yes
225,3,F,10,"['F', 10]",JW2369,yfdV,3,B,5,"['B', 5]",yes
226,3,G,10,"['G', 10]",JW2373,ypdI,3,C,5,"['C', 5]",yes
227,3,H,10,"['H', 10]",JW2421,yfeU,3,D,5,"['D', 5]",yes
228,3,B,11,"['B', 11]",JW2497,yfgM,3,E,5,"['E', 5]",yes
229,3,E,11,"['E', 11]",JW2585,yfiN,3,F,5,"['F', 5]",yes
230,3,H,11,"['H', 11]",JW2621,yfjV,3,G,5,"['G', 5]",yes
231,3,B,12,"['B', 12]",JW2629,ypjB,3,H,5,"['H', 5]",yes
232,3,E,12,"['E', 12]",JW2633,yqaD,3,A,6,"['A', 6]",yes
233,3,G,12,"['G', 12]",JW0449,hha,3,B,6,"['B', 6]",yes
234,4,H,1,"['H', 1]",wild_type,wild_type,3,C,6,"['C', 6]",yes
235,4,A,2,"['A', 2]",JW2142,cirA,3,D,6,"['D', 6]",yes
236,4,C,2,"['C', 2]",JW2784,mltA,3,E,6,"['E', 6]",yes
237,4,D,2,"['D', 2]",JW2671,mltB,3,F,6,"['F', 6]",yes
238,4,F,2,"['F', 2]",JW0731,pal,3,G,6,"['G', 6]",yes
239,4,G,2,"['G', 2]",JW1270,pgpB,3,H,6,"['H', 6]",yes
240,4,H,2,"['H', 2]",JW0554,ompT,3,A,7,"['A', 7]",yes
241,4,A,3,"['A', 3]",JW0755,ybhC,3,B,7,"['B', 7]",yes
242,4,B,3,"['B', 3]",JW1010,ycdS,3,C,7,"['C', 7]",yes
243,4,C,3,"['C', 3]",JW3556,yiaT,3,D,7,"['D', 7]",yes
244,4,D,3,"['D', 3]",JW1795,yeaY,3,E,7,"['E', 7]",yes
245,4,E,3,"['E', 3]",JW3474,slp,3,F,7,"['F', 7]",yes
246,4,G,3,"['G', 3]",JW0188,nlpE,3,G,7,"['G', 7]",yes
247,4,H,3,"['H', 3]",JW2341,fadL,3,H,7,"['H', 7]",yes
248,4,B,4,"['B', 4]",JW1088,fhuE,3,A,8,"['A', 8]",yes
249,4,D,4,"['D', 4]",JW2462,nlpB,3,B,8,"['B', 8]",yes
250,4,E,4,"['E', 4]",JW0940,ompA,3,C,8,"['C', 8]",yes
251,4,F,4,"['F', 4]",JW2203,ompC,3,D,8,"['D', 8]",yes
252,4,G,4,"['G', 4]",JW0912,ompF,3,E,8,"['E', 8]",yes
253,4,H,4,"['H', 4]",JW1371,ompN,3,F,8,"['F', 8]",yes
254,4,A,5,"['A', 5]",JW2047,wza,3,G,8,"['G', 8]",yes
255,4,B,5,"['B', 5]",JW0790,fiu,3,H,8,"['H', 8]",yes
256,4,C,5,"['C', 5]",JW0561,cusC,3,A,9,"['A', 9]",yes
257,4,D,5,"['D', 5]",JW3996,lamB,3,B,9,"['B', 9]",yes
258,4,E,5,"['E', 5]",JW1499,ydeT,3,C,9,"['C', 9]",yes
259,4,F,5,"['F', 5]",JW4275,fimB,3,D,9,"['D', 9]",yes
260,4,G,5,"['G', 5]",JW5780,fimD,3,E,9,"['E', 9]",yes
261,4,H,5,"['H', 5]",JW4276,fimE,3,F,9,"['F', 9]",yes
262,4,B,6,"['B', 6]",JW3113,yraJ,3,G,9,"['G', 9]",yes
263,4,E,6,"['E', 6]",JW2762,yqcB,3,H,9,"['H', 9]",yes
264,4,F,6,"['F', 6]",JW2815,yqeI,3,A,10,"['A', 10]",yes
265,4,H,6,"['H', 6]",JW2818,ygeF,3,B,10,"['B', 10]",yes
266,4,B,7,"['B', 7]",JW2824,ygeL,3,C,10,"['C', 10]",yes
267,4,D,7,"['D', 7]",JW0120,gcd,3,D,10,"['D', 10]",yes
268,4,F,7,"['F', 7]",JW4195,cybC,3,E,10,"['E', 10]",yes
269,4,H,7,"['H', 7]",JW3896,glpX,3,F,10,"['F', 10]",yes
270,4,A,8,"['A', 8]",JW5896,ybhD,3,G,10,"['G', 10]",yes
271,4,C,8,"['C', 8]",JW1788,yeaT,3,H,10,"['H', 10]",yes
272,4,D,8,"['D', 8]",JW2144,yeiE,3,A,11,"['A', 11]",yes
273,4,F,8,"['F', 8]",JW3557,yiaU,3,B,11,"['B', 11]",yes
274,4,G,8,"['G', 8]",JW3689,yidZ,3,C,11,"['C', 11]",yes
275,4,H,8,"['H', 8]",JW4290,yjiE,3,D,11,"['D', 11]",yes
276,4,A,9,"['A', 9]",JW1587,ynfL,3,E,11,"['E', 11]",yes
277,4,B,9,"['B', 9]",JW1337,dbpA,3,F,11,"['F', 11]",yes
278,4,C,9,"['C', 9]",JW0058,hepA,3,G,11,"['G', 11]",yes
279,4,D,9,"['D', 9]",JW0144,hrpB,3,H,11,"['H', 11]",yes
280,4,E,9,"['E', 9]",JW1645,lhr,3,A,12,"['A', 12]",yes
281,4,F,9,"['F', 9]",JW3753,rhlB,3,B,12,"['B', 12]",yes
282,4,G,9,"['G', 9]",JW2560,srmB,3,C,12,"['C', 12]",yes
283,4,H,9,"['H', 9]",JW1797,yoaA,3,D,12,"['D', 12]",yes
284,4,A,10,"['A', 10]",JW0104,ppdD,3,E,12,"['E', 12]",yes
285,4,B,10,"['B', 10]",JW0145,mrcB,3,F,12,"['F', 12]",yes
286,4,C,10,"['C', 10]",JW0157,degP,3,G,12,"['G', 12]",yes
287,4,D,10,"['D', 10]",JW0227,pepD,3,H,12,"['H', 12]",yes
288,4,E,10,"['E', 10]",JW0322,prpR,4,A,1,"['A', 1]",yes
289,4,F,10,"['F', 10]",JW0427,clpP,4,B,1,"['B', 1]",yes
290,4,G,10,"['G', 10]",JW0428,clpX,4,C,1,"['C', 1]",yes
291,4,H,10,"['H', 10]",JW0429,lon,4,D,1,"['D', 1]",yes
292,4,A,11,"['A', 11]",JW0483,tesA,4,E,1,"['E', 1]",yes
293,4,C,11,"['C', 11]",JW0627,dacA,4,F,1,"['F', 1]",yes
294,4,E,11,"['E', 11]",JW0840,potH,4,G,1,"['G', 1]",yes
295,4,F,11,"['F', 11]",JW0866,clpA,4,H,1,"['H', 1]",yes
296,4,G,11,"['G', 11]",JW0915,pepN,4,A,2,"['A', 2]",yes
297,4,H,11,"['H', 11]",JW0957,hyaD,4,B,2,"['B', 2]",yes
298,4,A,12,"['A', 12]",JW1113,pepT,4,C,2,"['C', 2]",yes
299,4,C,12,"['C', 12]",JW1172,umuD,4,D,2,"['D', 2]",yes
300,4,E,12,"['E', 12]",JW1264,sohB,4,E,2,"['E', 2]",yes
301,4,H,12,"['H', 12]",JW1431,ydcP,4,F,2,"['F', 2]",yes
302,5,A,1,"['A', 1]",JW1489,pqqL,4,G,2,"['G', 2]",yes
303,5,B,1,"['B', 1]",JW1755,sppA,4,H,2,"['H', 2]",yes
304,5,C,1,"['C', 1]",JW1818,htpX,4,A,3,"['A', 3]",yes
305,5,E,1,"['E', 1]",JW1834,ptrB,4,B,3,"['B', 3]",yes
306,5,G,1,"['G', 1]",JW2005,hisH,4,C,3,"['C', 3]",yes
307,5,H,1,"['H', 1]",JW2066,yegQ,4,D,3,"['D', 3]",yes
308,5,B,2,"['B', 2]",JW2325,mepA,4,E,3,"['E', 3]",yes
309,5,C,2,"['C', 2]",JW2382,ypdF,4,F,3,"['F', 3]",yes
310,5,D,2,"['D', 2]",JW2476,hyfR,4,G,3,"['G', 3]",yes
311,5,E,2,"['E', 2]",JW2507,pepB,4,H,3,"['H', 3]",yes
312,5,F,2,"['F', 2]",JW2669,recA,4,A,4,"['A', 4]",yes
313,5,G,2,"['G', 2]",JW2688,hycH,4,B,4,"['B', 4]",yes
314,5,H,2,"['H', 2]",JW2687,hycI,4,C,4,"['C', 4]",yes
315,5,A,3,"['A', 3]",JW2712,nlpD,4,D,4,"['D', 4]",yes
316,5,B,3,"['B', 3]",JW2723,iap,4,E,4,"['E', 4]",yes
317,5,C,3,"['C', 3]",JW2789,ptr,4,F,4,"['F', 4]",yes
318,5,D,3,"['D', 3]",JW2840,ygeY,4,G,4,"['G', 4]",yes
319,5,E,3,"['E', 3]",JW2903,yggG,4,H,4,"['H', 4]",yes
320,5,F,3,"['F', 3]",JW2911,sprT,4,A,5,"['A', 5]",yes
321,5,G,3,"['G', 3]",JW2939,pppA,4,B,5,"['B', 5]",yes
322,5,H,3,"['H', 3]",JW2961,hybD,4,C,5,"['C', 5]",yes
323,5,A,4,"['A', 4]",JW3100,agaR,4,D,5,"['D', 5]",yes
324,5,B,4,"['B', 4]",JW3098,sohA,4,E,5,"['E', 5]",yes
325,5,C,4,"['C', 4]",JW3127,yhbU,4,F,5,"['F', 5]",yes
326,5,D,4,"['D', 4]",JW3149,dacB,4,G,5,"['G', 5]",yes
327,5,E,4,"['E', 4]",JW3203,degQ,4,H,5,"['H', 5]",yes
328,5,G,4,"['G', 4]",JW3930,argC,4,A,6,"['A', 6]",yes
329,5,H,4,"['H', 4]",JW3902,hslU,4,B,6,"['B', 6]",yes
